Tỉnh,Trạm,Xã/Phường,Lượng mưa (mm),Tình trạng,Ngày và giờ cập nhật,Thời gian crawl
Gia Lai,Thủy điện Sê San 3A,xã Ia Krái,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Hồ chứa nước Tầu Dầu 2,xã Đak Pơ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Hồ chứa nước Ia Rtô,xã Ia Sao,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Mang Yang,xã Đak Đoa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Hồ chứa nước Ia Glai,xã Chư Sê,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Chư Prông,xã Chư Prông,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Đất Bằng,xã Phú Túc,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Biển Hồ,phường Thống Nhất,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,KBang,xã Kbang,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Pờ Tó,xã Pờ Tó,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Tây Thuận,xã Tây Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Chư Sê,xã Chư Sê,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Thủy điện Sê San 4,xã Ia O,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Thủy điện Ia Grai 1,xã Ia Krái,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Khu du lịch Hoàng Vân,xã Bờ Ngoong,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Hồ chứa nước Ia Dreh,xã Ia Dreh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Thủy điện Ia Grai 3,xã Ia Krái,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Thủy điện Sê San 4A,xã Ia O,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Thủy điện Ia Hrung,xã Ia Grai,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,"Thôn 1, Ia Kha",xã Ia Grai,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Khu trồng cỏ Hoàng Anh,xã Ia Tôr,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Ayun,xã Ayun,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Đập thị trấn Chư Prông,xã Chư Prông,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Song An,xã Cửu An,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Đăk Đoa,xã Kon Gang,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,Krông Pa,xã Phú Túc,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Gia Lai,"Làng Mít Kom II, Ia O",xã Ia O,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Cư San,xã Krông Á,0.2,Mưa nhỏ,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Xuân Lâm,xã Xuân Thọ,0.2,Mưa nhỏ,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Lưu vực 2 hồ Mỹ Lâm,xã Hòa Thịnh,0.2,Mưa nhỏ,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Hòa Phong,xã Cư Pui,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Tam Giang,xã Tam Giang,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Buôn Trấp,xã Krông Ana,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Bar(Ea Nuôl),xã Ea Nuôl,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Hòa Xuân Đông,xã Hòa Xuân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Tir,xã Ea Khăl,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Sơn Xuân,xã Vân Hòa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Cư Kbang,xã Ea Rốk,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Xuân Sơn,xã Vân Hòa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Krông Nô,xã Krông Nô,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Yang Reh,xã Hòa Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Knuếc,xã Ea Knuếc,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Xuân Phước,xã Xuân Phước,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea H'MLay,xã Ea Riêng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Trul,xã Hòa Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,An Hải,xã Ô Loan,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Pil,xã Cư Prao,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,An Chấn,xã Tuy An Nam,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,VPTT BCH PCTT&amp;TKCN Phú Yên,phường Tuy Hòa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Kar,xã Ea Kar,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Cà Lúi PCTT,xã Tây Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Buôn Triết,xã Đắk Liêng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Cư Prao,xã Cư Prao,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Sơn Thành Tây,xã Sơn Thành,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Yang Mao,xã Yang Mao,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Pal,xã Ea Păl,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Phú Mỡ,xã Phú Mỡ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Nuôl,xã Ea Nuôl,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Phước Tân,xã Tây Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Hòa Vinh,phường Đông Hòa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Dray Bhăng,xã Dray Bhăng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Hòa Hiệp Trung,phường Hòa Hiệp,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Xuân Thọ 2,xã Xuân Thọ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ya Tờ Mốt,xã Ea Bung,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Pôk,xã Quảng Phú,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Hòa Thắng,xã Phú Hòa 1,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Bông,xã Ea Na,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Xuân Lộc,xã Xuân Lộc,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Hồ,xã Krông Năng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Dang Kang,xã Dang Kang,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Cư Pui,xã Cư Pui,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Sơn Thành Đông,xã Sơn Thành,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ia Lốp,xã Ia Lốp,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Xuân Thịnh,phường Sông Cầu,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Weel,xã Ea Wer,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea H'Leo,xã Ea H’Leo,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Hòa Xuân Nam,xã Hòa Xuân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Kao,phường Ea Kao,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Bình Hòa,xã Krông Ana,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,An Nghiệp,xã Tuy An Tây,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,An Ninh Đông,xã Tuy An Đông,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Cư Pơng,xã Cư Pơng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Hòa Trị,xã Phú Hòa 2,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,An Xuân,xã Tuy An Tây,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Tar,xã Ea Tul,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Sơn Nguyên,xã Sơn Hòa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Cư A Mung,xã Ea Wy,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Ning,xã Ea Ning,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Hòa Thịnh,xã Hòa Thịnh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Bar (Ea Bá),xã Ea Bá,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Cư Yang,xã Cư Yang,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Vụ Bổn,xã Vụ Bổn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Cư Klông,xã Tam Giang,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Xuân Phú,xã Ea Kar,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Chí Thạnh,xã Tuy An Bắc,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Hòa Tiến,xã Krông Pắc,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Hòa Tâm,xã Hòa Xuân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Sin,xã Cư Pơng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Kiết,xã Ea Kiết,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Sol,xã Ea Hiao,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,An Mỹ,xã Tuy An Nam,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Sơn Định,xã Vân Hòa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,VPTT BCH PCTT&amp;TKCN Đăk Lăk,phường Tân An,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Ô,xã Ea Ô,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Xuân Bình,xã Xuân Cảnh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Tul,xã Ea Tul,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Đăk Phơi,xã Đắk Phơi,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Xuân Lãnh,xã Xuân Lãnh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Rốk,xã Ea Rốk,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Kmut,xã Ea Kar,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Sô,xã Ea Knốp,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Hòa Quang Bắc,xã Phú Hòa 2,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,An Lĩnh,xã Tuy An Tây,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea R'Bin,xã Nam Ka,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Tóh,xã Dliê Ya,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Phú Hòa,xã Phú Hòa 1,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Hòa Khánh,xã Hòa Phú,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Yiêng,xã Tân Tiến,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Diêm Trường,xã Xuân Lộc,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Phú Lộc,xã Krông Năng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Lãnh Cao,xã Xuân Lãnh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Krông Pa,xã Suối Trai,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Ly,xã Ea Ly,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Phú Mỡ 3,xã Phú Mỡ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Lưu vực (Thôn Tổng Binh) - HCN Phú Xuân,xã Tây Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Lưu vực (Thôn Thái Long) - HCN Đồng Tròn,xã Tuy An Tây,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Súp,xã Ea Súp,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,TT Sông Hinh,xã Sơn Hòa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Lưu vực (Xuân Quang 1) - HCN Phú Xuân,xã Phú Mỡ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Đập - HCN Đồng Tròn,xã Tuy An Tây,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Yang Mao 5,xã Yang Mao,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Lưu vực 1 hồ Mỹ Lâm,xã Hòa Thịnh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Lưu vực (Suối Công An) - HCN Suối Vực,xã Sơn Hòa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Đập - HCN Suối Vực,xã Sơn Hòa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea H'đinh,xã Cư M’gar,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Krông Bông,xã Krông Bông,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Đập - HCN Phú Xuân,xã Xuân Phước,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Ea Knốp,xã Ea Knốp,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Cư Prao 2,xã Cư Prao,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,ĐLiê Ya 2,xã Dliê Ya,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Đắk Lắk,Lưu vực (Thôn Xuân Lộc) - HCN Đồng Tròn,xã Tuy An Tây,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Lộc Thành - Bảo Lâm,xã Bảo Lâm 3,10.0,Mưa nhỏ,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Đập tràn Hàm Thuận,xã Đông Giang,4.4,Mưa nhỏ,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Lộc Thành,xã Bảo Lâm 3,1.4,Mưa nhỏ,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Nhà máy Hàm Thuận,xã La Dạ,1.2,Mưa nhỏ,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Sơn Điền PCTT,xã Sơn Điền,0.6,Mưa nhỏ,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,TLBT-Sông Quao (1),xã Đông Giang,0.6,Mưa nhỏ,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Sơn Điền,xã Sơn Điền,0.4,Mưa nhỏ,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Hòa Bắc,xã Hòa Bắc,0.2,Mưa nhỏ,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Đập tràn thủy điện Bảo Lộc,xã Bảo Lâm 3,0.2,Mưa nhỏ,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Long Sơn, Đăk Mil",xã Đắk Sắk,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Tân Lập,xã Tân Lập,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Phan Rí Cửa,xã Phan Rí Cửa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đức An, Đắk Song",xã Đức An,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Hồ Sông Phan,xã Tân Lập,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Hàm Cần,xã Hàm Thạnh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đăk Ha, Đăk G'Long",phường Bắc Gia Nghĩa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Tân Thành, Krông Nô",xã Krông Nô,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đăk Ngo, Tuy Đức",xã Quảng Tân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Trúc Sơn, Cư Jút",xã Cư Jút,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Tân Phước,phường Phước Hội,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Nam Xuân, Krông Nô",xã Đắk Sắk,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Hàm Tiến,phường Mũi Né,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Vĩnh Hảo,xã Vĩnh Hảo,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đăk Drông, Cư Jút",xã Nam Dong,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đăk Mool, Đắk Song",xã Đắk Song,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Phước Hội,phường Phước Hội,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Nhân Cơ, Đăk R'lấp",xã Nhân Cơ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đăk N'Drung, Đắk Song",xã Đức An,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Đức Thuận,xã Tánh Linh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đăk Wer, Đăk R'lấp",xã Nhân Cơ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Kiến Đức, Đắk R'lấp",xã Kiến Đức,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Khu bảo tồn Nâm Nung, Nâm N’Jang",xã Trường Xuân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Tân Tiến,xã Tân Hải,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Hưng Bình, Đăk R'lấp",xã Quảng Tín,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Đa Kai,xã Nam Thành,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đăk Săk, Đăk Mil",xã Đắk Sắk,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Bắc Ruộng,xã Bắc Ruộng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đắk Gằn, Đăk Mil",xã Đắk Mil,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Đức Phú,xã Nghị Đức,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Tiến Thành,phường Tiến Thành,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đăk R'La, Đăk Mil",xã Đắk Mil,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đắk Som, Đăk G'Long",xã Tà Đùng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Hồ Trà Tân,xã Trà Tân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Phan Điền,xã Hải Ninh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Nam Dong, Cư Jút",xã Nam Dong,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đăk Buk So, Tuy Đức",xã Tuy Đức,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Nghĩa Thắng, Đăk R'lấp",xã Kiến Đức,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Quảng Thành, Gia Nghĩa",phường Bắc Gia Nghĩa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đắk Sôr, Krông Nô",xã Nam Đà,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Nghĩa Trung, Gia Nghĩa",phường Đông Gia Nghĩa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Quảng Hòa, Đắk G'Long",xã Quảng Hòa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Gia An,xã Tánh Linh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Tân Đức,xã Tân Minh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đăk N'Drot, Đăk Mil",xã Đắk Mil,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đăk Hòa, Đắk Song",xã Đắk Song,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đăk R'Moan, Gia Nghĩa",phường Nam Gia Nghĩa,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Hồng Phong,xã Hòa Thắng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Ea T'ling, Cư Jút",xã Cư Jút,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đăk Mâm, Krông Nô",xã Krông Nô,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Quảng Tín, Đăk R'lấp",xã Quảng Tín,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Phan Dũng,xã Tuy Phong,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Buôn Choah, Krông Nô",xã Nam Đà,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Quảng Tâm, Tuy Đức",xã Tuy Đức,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Kiến Thành, Đăk R'lấp",xã Kiến Đức,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Đăk Ru, Đăk R'lấp",xã Quảng Tín,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Ku Kê,xã Hàm Thuận,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,"Nâm N’Jang, Đắk Song",xã Trường Xuân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Lâm Đồng,Phan Tiến,xã Sông Lũy,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
